Id,Title,Total play,Artists,Genres
ZW6UZBU7,Ở Hai Đầu Nổi Nhớ,24054,IWZ9ZIBU,IWZ9Z08B;IWZ9Z08I
ZWZAC68C,Đau Xót Lý Chim Quyên,82054,IWZ9ZO6F,IWZ9Z08I;IWZ9Z08B
ZWZB9FDE,Chuyện Ba Mùa Mưa,4745100,IWZ9ZOBC,IWZ9Z08I;IWZ9Z08B
ZW60DAZZ,Dấu Chân Kỷ Niệm,4272,IWZ97CD7,IWZ9Z08I;IWZ9Z08B
ZW6UDF88,Bông Bí Vàng,4858,IWZ9Z977,IWZ9Z08B;IWZ9Z08I
ZWZ9696A,Ngày Vui Hai Đứa,34142,IWZ9ZWA7;IWZ9ZWUO,IWZ9Z08I;IWZ9Z08D
ZWZ969O9,Nỗi Buồn Gác Trọ,36261,IWZ9ZO6F,IWZ9Z08I;IWZ9Z08B
ZWZAIBI8,Nỗi Buồn Hoa Phượng,497826,IWZ9Z0F0,IWZ9Z08B;IWZ9Z08I
ZWZABA9W,Liên Khúc : Nghèo,5673239,IWZ9ZIEE;IWZ9ZWUO;IWZ9ZUII,IWZ9Z08I;IWZ9Z08B
ZWZFEFFU,Hai Chuyến Tàu Đêm,7532577,IWZ9ZOBC,IWZ9Z08I;IWZ9Z08B
ZWZ96967,Mười Hai Bến Nước,73357,IWZ9ZWA7;IWZ9ZWUO,IWZ9Z08I;IWZ9Z08D
ZWZ978ID,Hữu Duyên Thiên Lý Ngộ,93444,IWZ9ZUII,IWZ9Z08B;IWZ9Z08I
ZWZ97I7F,Tiếng Thạch Sùng,3498011,IWZ9Z0F0,IWZ9Z08I;IWZ9Z088
ZWZDW8OZ,Sầu Đông,473677,IWZ9ZWAW,IWZ9Z08B;IWZ9Z08I
ZW6E7FEO,Sương Lạnh Chiều Đông,85326,IWZ9ZO6F,IWZ9Z08I;IWZ9Z08B
ZW66DO7A,Hương Tóc Mạ Non,192691,IWZ9ZOEI;IWZ9ZOBC,IWZ9Z08I;IWZ9Z08D
ZW66D0FC,Chuyến Xe Lam Chiều,54261,IWZ9DUBF,IWZ9Z08I;IWZ9Z08B
ZWZAIDC8,Hờn Trách Con Đò,5713884,IWZ9ZOZA,IWZ9Z08B;IWZ9Z08I
ZWZ98ZFB,Không Phải Tại Chúng Mình,375499,IWZ9ZWA7;IWZ9ZIEE,IWZ9Z08I;IWZ9Z08D
ZWZ978IE,Giăng Câu,133704,IWZ9ZUII;IWZ9ZUDU,IWZ9Z08B;IWZ9Z08I;IWZ9Z08D
ZWZFF0I7,Về Quê Ngoại,6720321,IWZ9ZOBC,IWZ9Z08I;IWZ9Z08B
ZWZB90UZ,Làm Dâu Xứ Lạ,950874,IWZ9Z0F0,IWZ9Z08I;IWZ9Z08B
ZWZ969Z6,Anh Hãy Về Đi,194270,IWZ9ZWA7;IWZ9ZWUO,IWZ9Z08I;IWZ9Z08D
ZW6III9W,Đừng Trách Em Tội Nghiệp,347973,IWZ9Z8OO,IWZ9Z08I;IWZ9Z08D
ZWZ96W69,Em Về Kẻo Trời Mưa,346522,IWZ9Z0EU,
ZWZ9AUC7,Phượng Buồn,2348167,IWZ9Z0F0,IWZ9Z08I;IWZ9Z08B
ZWZFF0IO,Không Giờ Rồi,1698404,IWZ9ZOBC;IWZ9Z0EU,IWZ9Z08I;IWZ9Z08B
ZWZABA9O,Bạc Trắng Lửa Hồng,190382,IWZ9ZWA7;IWZ9ZWUO,IWZ9Z08I;IWZ9Z08B
ZW678O0W,Người Tình,95042,IWZ9ZB6O,IWZ9Z08I;IWZ9Z08B
ZWZFEFEB,Liên Khúc: Trộm Nhìn Nhau - Ai Khổ Vì Ai,698928,IWZ9ZOBC;IWZ9ZOEI,IWZ9Z08I;IWZ9Z08B
ZWZAIDAE,Éo Le Cuộc Tình,4265090,IWZ9ZOZA,IWZ9Z08B;IWZ9Z08I;IWZ9Z08D
ZW6I7AIZ,Để Trả Lời Một Câu Hỏi,2750731,IWZ9ZOBC;IWZ9ZWA7,IWZ9Z08I;IWZ9Z08D
ZWZ97I8E,Em Đi Trên Cỏ Non,1196559,IWZ9Z0F0,IWZ9Z08I;IWZ9Z08B
ZWZ97W0B,Giọt Lệ Đài Trang,4039362,IWZ9ZOBC,IWZ9Z08B;IWZ9Z08I
ZWZ96WWD,Sầu Lẻ Bóng,4144421,IWZ9Z0EU,IWZ9Z08I;IWZ9Z08B
ZWZ97WCZ,Không Bao Giờ Quên Anh,401950,IWZ9ZWA7,IWZ9Z08B;IWZ9Z08I
ZWZA0OI6,Em Về Miệt Thứ,89267,IWZ9ZO6F,IWZ9Z08B;IWZ9Z08I
ZWZ98Z0U,Đêm Cuối,1220914,IWZ9ZOBC,IWZ9Z08I;IWZ9Z08B
ZWZ97866,Cho Vừa Lòng Anh,140212,IWZ9ZWA7,IWZ9Z088;IWZ9Z08I;IWZ9Z08B
ZWZ978IC,Liên Khúc 3 Miền,24167,IWZ9ZWBO,IWZ9Z08I;IWZ9Z08B
ZWZD9UCO,Thương Hoài Ngàn Năm,183626,IWZ9ZO6F,IWZ9Z08B;IWZ9Z08I
ZWZFEFEW,Về Đâu Mái Tóc Người Thương,17480415,IWZ9ZOBC,IWZ9Z08I;IWZ9Z08B
ZWZ978IB,Tình Thắm Duyên Quê,383197,IWZ9ZUII,IWZ9Z08B;IWZ9Z08I
ZW66C79I,Sao Chưa Thấy Hồi Âm,131976,IWZAZBZW,IWZ9Z08I;IWZ9Z08D
ZW6O7C6F,Walking In The Sun (Renaissance Radio Edit),52356,IWZ9B78U,IWZ9Z08O;IWZ9Z09A;IWZ9Z0C7
ZWZEEA80,Axel F,187099,IWZ968WF,IWZ9Z09A;IWZ9Z08O
ZW6WA8EI,Dragostea Din Tei,77559,2f0166f6-9c36-11e5-a8e8-001eecc1ca2a,IWZ9Z08O;IWZ9Z097
ZW6WA6O9,The Ketchup Song (Aserejé) (Spanglish Version),4556,IWZ9Z9DO,IWZ9Z08O;IWZ9Z097
ZWZEZAC0,Can't Get You Out Of My Head,70244,IWZ9Z6DZ,IWZ9Z097;IWZ9Z08O
ZW6O7B67,Bum Bum (Ntj Extended Radio),6577,IWZ9B76A,IWZ9Z08O;IWZ9Z09A;IWZ9Z0C7
ZW6IB79Z,Boom Boom Boom Boom,105861,IWZ96UBE,IWZ9Z08O;IWZ9Z097
ZW6WAOZU,"Right Here, Right Now",19496,IWZ9DOOC,IWZ9Z08O;IWZ9Z097
ZW6I6BWA,Blue (Da Ba Dee),46925,IWZ9Z6FA,IWZ9Z08O;IWZ9Z097
ZW60DZFD,Tarzan & Jane,127888,IWZ96AAZ,IWZ9Z08O;IWZ9Z097
ZWZC9DCE,Barbie Girl,289580,IWZ9ZZD8,IWZ9Z09A;IWZ9Z08O
ZW60DZD7,Sha La La,108100,IWZ99WF8,IWZ9Z08O;IWZ9Z097
ZWZCC7C9,Wannabe,361916,IWZ9ZC7C,IWZ9Z097;IWZ9Z08O;IWZ9Z09A
ZW60CFE9,Get Down,177680,IWZ9ZO8A,IWZ9Z08O;IWZ9Z097
ZW6OI7BB,Macarena (Basyde Boys Remix),5000,IWZ96EOO,IWZ9Z08O;IWZ9Z097
ZW6IZO8D,No Limit,53535,IWZ96UB7,IWZ9Z08O;IWZ9Z097
ZW60DUE6,Lambada,1041663,IWZ99WFU,IWZ9Z08O;IWZ9Z097
ZWZ9EAEZ,Billie Jean,104064,IWZ9ZA68,IWZ9Z08O;IWZ9Z097
ZWZBB890,Daddy Cool,37882,IWZ9ZUAC,
ZW6F9D8D,Heartbreaker,4645,IWZ9Z8A6,IWZ9Z08I;IWZ9Z088;IWZ9Z089
ZW6F9DID,Say Cảm Xúc,53981,IWZ9Z8A6,IWZ9Z08I;IWZ9Z088
ZW6F9CBU,Lên Nóc Nhà Bắt Con Gà,274467,IWZ9Z8A6,IWZ9Z08I;IWZ9Z088;IWZ9Z0CW
ZW6CI7IB,Hãy Là Em Trước Kia,553975,IWZ98BIC;IWZ98WBU,IWZ9Z08I;IWZ9Z088;IWZ9Z089
ZW6C8UC9,Em Của Mùa World Cup,11698187,IWZ98WBU,IWZ9Z08I;IWZ9Z088;IWZ9Z089
ZW688IIU,Con Nhà Nghèo,11091094,IWZ98WBU,IWZ9Z08I;IWZ9Z088;IWZ9Z089
ZWZ9ZE9I,Bad Romance,3616179,IWZ9ZOCD,IWZ9Z08O;IWZ9Z097
ZWZAF7W0,Where Have You Gone,3069519,IWZ96ODZ,IWZ9Z08O;IWZ9Z09A
ZWZAEIID,Bailamos,164861,IWZ9ZOC7,IWZ9Z097;IWZ9Z08O
ZWZAI7EE,I Like It,513694,IWZ9ZOC7;IWZ9ZEIF,IWZ9Z08O;IWZ9Z097
ZWZ96B09,Trouble Is A Friend,6924782,,IWZ9Z08O;IWZ9Z097
ZWZ9C6OC,A Never Ending Dream,259176,IWZ96IC8,IWZ9Z08O;IWZ9Z09D
ZWZA89DI,Shape Of My Heart,1351760,IWZ9ZO8A,IWZ9Z08O;IWZ9Z097
ZWZA89DO,More Than That,425206,IWZ9ZO8A,IWZ9Z08O;IWZ9Z097
ZWZBOD0B,Bangkok City,1077246,IWZ9ZAW9,IWZ9Z08W;IWZ9Z09W
ZWZAEIZZ,Takin' Back My Love,946539,IWZ9ZOC7;IWZ9ZZ98,IWZ9Z097;IWZ9Z08O
ZW60DUEI,La La Love On My Mind,104729,IWZ99WFO,IWZ9Z08O;IWZ9Z097
ZW60AA8A,Electric Shock,1795515,IWZ9ZW8F,IWZ9Z08W;IWZ9Z09A
ZW6I60ED,No Mercy,295588,IWZ98Z88,IWZ9Z08W;IWZ9Z09B
ZW67CB9C,Gotta Talk To U,46222,IWZ9Z70O,IWZ9Z08W
ZW6DC9EB,You're So Fly,7143,IWZ989ZB,IWZ9Z08W;IWZ9Z09A
ZW6ZZ8UI,Oh! My God!,6967,IWZ96UE0,IWZ9Z08W;IWZ9Z09W
ZW7IUB7I,We Like 2 Party,200500,IWZ9ZWII,IWZ9Z08W;IWZ9Z09B;IWZ9Z09A
ZW7I8FIF,Heart Attack,144682,IWZ99AED,IWZ9Z08W;IWZ9Z09A
ZW709EED,Ah Yeah!,223085,IWZ986AA,IWZ9Z08W;IWZ9Z09A
ZW69ZAW8,Handz Up,90,IWZ96E0D,IWZ9Z08W;IWZ9Z09B
ZW6ACUDW,Crush,112304,IWZ9ZWIA,IWZ9Z08W;IWZ9Z09B;IWZ9Z09A
ZW6FD986,Crayon,2130,IWZ9ZOIB,IWZ9Z08W;IWZ9Z09B
ZW70E6IO,Dope,178071,IWZ9DB6E,IWZ9Z08W;IWZ9Z09B
ZW6FFB60,Shake That Brass,55215,7e85e9ee-9c36-11e5-98d7-001eecc1ca2a;IWZ96WU7,IWZ9Z08W;IWZ9Z09B
ZW70UZ68,Ice Cream Cake,163762,IWZAWB0B,IWZ9Z08W;IWZ9Z09W
ZW7IAEWU,SOBER,348681,IWZ9ZWII,IWZ9Z08W;IWZ9Z09A
ZW70FD8O,Catch Me If You Can,8955,IWZ9ZZC6,IWZ9Z08Z;IWZ9Z0A6
ZW7WWU6U,Married To The Music,4197,IWZ9ZZAU,IWZ9Z08W;IWZ9Z09A
ZW7WB787,Red Dress,443,IWZAWB0B,IWZ9Z08W;IWZ9Z09A
ZWZFACBE,Fantastic Baby,1054811,IWZ9ZWII,IWZ9Z08W;IWZ9Z09B;IWZ9Z08Z;IWZ9Z09B
ZWZ9ZFU9,Abracadabra,1032272,IWZ9ZWOZ,IWZ9Z08W;IWZ9Z09W;IWZ9Z09U
ZW6UUIOF,I Got A Boy,3100506,IWZ9ZZC6,IWZ9Z08W;IWZ9Z09A
ZW6D6FIU,UP & DOWN,320934,IWZ986AA,IWZ9Z08W;IWZ9Z09A
ZW7WF7ZD,Deja Vu,201,IWZ9ZW8F,IWZ9Z08W;IWZ9Z09A
ZW7W8CZE,Ice Ice,1422,IWZ9ZA78,IWZ9Z08W;IWZ9Z09A
ZWZC6F8I,I Am The Best,8801501,IWZ9ZWIA,IWZ9Z08W;IWZ9Z09W;IWZ9Z09A
ZW688EI8,Number Nine,1037051,IWZ9Z6FO,IWZ9Z08W;IWZ9Z09A
ZW6EA88Z,Good Boy,1045400,IWZ9ZOIB;IWZ9ZUFW,IWZ9Z08W;IWZ9Z09B
ZWZE7CBO,Trouble Maker,9320444,IWZ98OO7,IWZ9Z08W;IWZ9Z09A
ZW707ABB,Call Me Baby,504211,IWZ98Z89,IWZ9Z08W;IWZ9Z09A
ZW6FODEB,Earned It (Fifty Shades Of Grey),290731,IWZ98796,IWZ9Z08O;IWZ9Z097
ZW6WOC7U,Hall Of Fame,2219175,IWZ9ZEWA;IWZ9ZEA7,IWZ9Z08O;IWZ9Z097
ZW67WAEC,Burn,810331,IWZ96IFA,IWZ9Z08O;IWZ9Z097
ZW6ZC9D6,Radioactive,449661,IWZ9A7UE,IWZ9Z08O;IWZ9Z0EC
ZW6AAUEZ,Rather Be,423275,a520357a-9c36-11e5-a591-001eecc1ca2a;IWZA0E8C,IWZ9Z08O;IWZ9Z097
ZW6BF00F,Rude,785239,IWZAI976,IWZ9Z08O;IWZ9Z097;IWZ9Z099
ZW70IIWW,Trap Queen,336297,IWZAUDZD,IWZ9Z08O;IWZ9Z09B
ZW6BCBOD,A Sky Full Of Stars,410014,IWZ9ZZDO,IWZ9Z08O;IWZ9Z099;IWZ9ZIUO
ZW70WWU9,Want To Want Me,208707,IWZ96W98,IWZ9Z08O;IWZ9Z097
ZW6CIABI,I'm Not The Only One,501927,IWZ9D67E,IWZ9Z08O;IWZ9Z097
ZW6887OD,Let Me Go,800923,IWZ9ZOIC;IWZ9ZZU7,IWZ9Z08O;IWZ9Z097;IWZ9Z099
ZW6UF8E0,Mirrors,1870303,IWZ9ZOI8,IWZ9Z08O;IWZ9Z097
ZW669UDA,La La La,1146535,IWZ98I89;IWZ9D67E,IWZ9Z08O;IWZ9Z097
ZW6CIAB6,Lay Me Down,144887,IWZ9D67E,IWZ9Z08O;IWZ9Z097
ZW68FAE8,Say Something,930378,IWZ9E98Z;IWZ9ZOCB,IWZ9Z08O;IWZ9Z097
ZWZ9CZZC,Just The Way You Are,4940253,IWZ96ZZ7,IWZ9Z08O;IWZ9Z097
ZW67DFDD,All Of Me,520061,IWZ9Z898,IWZ9Z08O;IWZ9Z09D
ZW6ODA0C,When I Was Your Man,2778385,IWZ96ZZ7,IWZ9Z08O;IWZ9Z097
ZW6C8ZCW,Lost Stars,452513,IWZ9Z0D8,IWZ9Z08O;IWZ9Z097
ZW6C6D86,Thinking Out Loud,665146,IWZ97D8A,IWZ9Z08O;IWZ9Z097
ZW7080I0,You Know You Like It,119627,IWZ9EFBB;IWZ99W0C,IWZ9Z08O;IWZ9Z09A
ZW6DFDOC,Virus (How About Now),88265,IWZ9F67Z;c2f26bec-9c36-11e5-b1e7-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW6BO0ZO,Summer,548759,IWZ9ZZ0B,IWZ9Z08O;IWZ9Z09A
ZW6EOI7I,G.D.F.R.,213734,IWZ9ZOZ6;IWZ9EDOW;IWZAO6O6,IWZ9Z08O;IWZ9Z09B
ZW69FUEF,Turn Down For What,351913,IWZ9EFBB;IWZ9ZOD8,IWZ9Z08O;IWZ9Z09B
ZW7W9B80,Reality,21450,IWZAZIUU;c6c30662-9c36-11e5-8e30-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW6E0C8U,Young Again,119921,IWZ99OAA;IWZ97DFI,IWZ9Z08O;IWZ9Z09A
ZW7WUU7E,Sugar,11633,IWZAUFDE;c8779bf6-9c36-11e5-adb2-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW7IO7DO,Waiting For Love,267993,IWZ96A67,IWZ9Z08O;IWZ9Z09A
ZW7IUDO9,Are You With Me (Radio Edit),5587,IWZAZIUU,IWZ9Z08O;IWZ9Z09A
ZW7WC7BA,Confident,31861,IWZ9ZO97,IWZ9Z08O;IWZ9Z097
ZW7WC7B9,Til It Happens To You,11083,IWZ9ZOCD,IWZ9Z08O;IWZ9Z097;IWZ9Z0EC
ZW6E6WAO,The Heart Wants What It Wants,768060,IWZ9ZO9Z,IWZ9Z08O;IWZ9Z097
ZW7IO6OI,Fight Song,203486,IWZAZUI0,IWZ9Z08O;IWZ9Z097
ZW7WBAEF,Stand By You,16228,IWZAZUI0,IWZ9Z08O;IWZ9Z097
ZW7WDZZ8,Alive,21697,IWZ97A9F,IWZ9Z08O;IWZ9Z097
ZW7IBW6U,Cool For The Summer,123486,IWZ9ZO97,IWZ9Z08O;IWZ9Z097
ZW7WW0D6,Nothing Left,4937,IWZAUZOO;d5a46658-9c36-11e5-8711-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW707FFF,Firestone,12194,IWZAUZOO;d60aa83e-9c36-11e5-9a79-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW6F8UIF,Firestone,19766,IWZAUZOO;d60aa83e-9c36-11e5-9a79-001eecc1ca2a,IWZ9Z08O;IWZ9Z097
ZW70ZEFD,Stole The Show,17937,IWZAUZOO;d8166dba-9c36-11e5-b261-001eecc1ca2a,IWZ9Z08O;IWZ9Z09A
ZW7WACIZ,Here For You,3696,IWZAUZOO;IWZAWOBZ,IWZ9Z08O;IWZ9Z09A
ZW7WDCZA,Me & The Rhythm,36917,IWZ9ZO9Z,IWZ9Z08O;IWZ9Z097
ZW6BBFI6,Problem,751654,IWZ98ABB;IWZ99A9C,IWZ9Z08O;IWZ9Z097
ZW7OU0ZD,Straight Up,0,IWZ9FI60;IWZ9Z7EZ,IWZ9Z08O;IWZ9Z09B
ZW7OU0ZE,Solid,2,IWZ9FI60;IWZ96I89,IWZ9Z08O;IWZ9Z09B
ZW7OU0ZF,Horses In The Stable,0,IWZ9FI60,IWZ9Z08O;IWZ9Z09B
ZW7OU060,Know Ya,2,IWZ9FI60;IWZ96UBI,IWZ9Z08O;IWZ9Z09B
ZW7OU06I,Credit,0,IWZ9FI60;eb609a0a-9c36-11e5-a5cd-001eecc1ca2a,IWZ9Z08O;IWZ9Z09B
ZW7OU06W,Miracle / Wherever,0,IWZ9FI60;ec1696c8-9c36-11e5-a43a-001eecc1ca2a;ec2ad2be-9c36-11e5-9b3e-001eecc1ca2a,IWZ9Z08O;IWZ9Z09B
ZW7OU06O,Guard Down,3,IWZ9FI60;IWZ9ZOO6;IWZ96EWW,IWZ9Z08O;IWZ9Z09B
ZW7OU06U,Sitting Pretty,12,IWZ9FI60;IWZ96DEI,IWZ9Z08O;IWZ9Z09B
ZW7OU066,When I See Ya,8,IWZ9FI60;IWZAUDZD,IWZ9Z08O;IWZ9Z09B
ZW7OU067,Blase,4,IWZ9FI60;IWZ98Z9A;IWZAIOED,IWZ9Z08O;IWZ9Z09B
ZW7OU068,Only Right,7,IWZ9FI60,IWZ9Z08O;IWZ9Z09B
ZW7OU069,Bring It Out Of Me,2,IWZ9FI60,IWZ9Z08O;IWZ9Z09B
ZW7OU06A,Actress,0,IWZ9FI60;IWZ966UA,IWZ9Z08O;IWZ9Z09B
ZW7OU06B,Finale,1,IWZ9FI60;IWZ97EII;fcceb212-9c36-11e5-af67-001eecc1ca2a,IWZ9Z08O;IWZ9Z09B
ZW7OUIOB,Borders,26,IWZ98UAF,IWZ9Z08O;IWZ9Z09B
ZW7OUI7Z,First 48 (Intro),0,IWZ978ZO,IWZ9Z08O;IWZ9Z09B
ZW7OUI76,Shop Talk (Skit),0,IWZ978ZO,IWZ9Z08O;IWZ9Z09B
ZW7OUI77,You Don’t Eat,1,IWZ978ZO;IWZ9ZEC9,IWZ9Z08O;IWZ9Z09B
ZW7OUI78,You Can See,0,IWZ978ZO;IWZ98Z9A,IWZ9Z08O;IWZ9Z09B
ZW7OUI79,Y. O. (Youthful Offenders),4,IWZ978ZO;IWZ9Z0DB,IWZ9Z08O;IWZ9Z09B
ZW7OUI7A,Jason,0,IWZ978ZO;IWZ9ZCEE,IWZ9Z08O;IWZ9Z09B
ZW7OUI7B,Kill,0,IWZ978ZO;IWZA00WD,IWZ9Z08O;IWZ9Z09B
ZW7OUI7C,Man In The Mirror,0,IWZ978ZO,IWZ9Z08O;IWZ9Z09B
ZW7OUI7D,Synergy,0,IWZ978ZO;IWZ96CEA,IWZ9Z08O;IWZ9Z09B
ZW7OUI7E,Aint Nothin' New,1,IWZ978ZO;IWZ9ZCUZ;IWZ9EAC9,IWZ9Z08O;IWZ9Z09B
ZW7OUI7F,So High,11,IWZ978ZO;IWZ96DEI,IWZ9Z08O;IWZ9Z09B
ZW7OUI80,Ahaa Interview (Skit),1,IWZ978ZO,IWZ9Z08O;IWZ9Z09B
ZW7OUI8I,Critical,1,IWZ978ZO;IWZ9D0D7,IWZ9Z08O;IWZ9Z09B
ZW7OUI8W,Confetti (Skit),0,IWZ978ZO,IWZ9Z08O;IWZ9Z09B
ZW7OUI8O,Cutlass,1,IWZ978ZO;IWZ9D0D7,IWZ9Z08O;IWZ9Z09B
ZW7OUI8U,Realest In The Game,1,IWZ978ZO;22be9a0a-9c37-11e5-8d8d-001eecc1ca2a,IWZ9Z08O;IWZ9Z09B
ZW7OUI8Z,Rain,3,IWZ978ZO;IWZ9ZCWE,IWZ9Z08O;IWZ9Z09B
ZW7OUI86,One More Mile To Go,5,IWZ978ZO;263aa4fa-9c37-11e5-9c1c-001eecc1ca2a,IWZ9Z08O;IWZ9Z09B
ZW7OUO90,Free Enterprise,5,IWZ960WO;IWZ9Z898,IWZ9Z08O;IWZ9Z09B
ZW7OUO9I,"Smile Mama, Smile (feat. CeeLo Green)",1,IWZ960WO;IWZ96ICA,IWZ9Z08O;IWZ9Z09B
ZW7OUO9W,One Of Us,1,IWZ960WO;IWZ9ZCWE,IWZ9Z08O;IWZ9Z09B
ZW7OUO9O,Silk Road,0,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO9U,Color Money,0,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO9Z,Dope Dick,0,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO96,Crocodile Python,2,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO97,Ghostwriter,4,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO98,Black Opium,2,IWZ960WO;IWZ9A0CO,IWZ9Z08O;IWZ9Z09B
ZW7OUO99,Can't Say No,34,IWZ960WO;IWZ9Z9ZC,IWZ9Z08O;IWZ9Z09B
ZW7OUO9A,Peace Sign,0,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO9B,Very Best,0,IWZ960WO;IWZ9ZA0O,IWZ9Z08O;IWZ9Z09B
ZW7OUO9C,Sorry,14,IWZ960WO;IWZ9ZO9I,IWZ9Z08O;IWZ9Z09B
ZW7OUO9D,D.O.P.E.,1,IWZ960WO;IWZ98Z9A,IWZ9Z08O;IWZ9Z09B
ZW7OUO9E,Foreclosures,0,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUO9F,Money Dance,3,IWZ960WO;IWZ96A9W,IWZ9Z08O;IWZ9Z09B
ZW7OUOA0,Carol City,3,IWZ960WO,IWZ9Z08O;IWZ9Z09B
ZW7OUIU0,Deja Vu,59,IWZ96DA8,IWZ9Z08O;IWZ9Z097
ZW7OUIUZ,Lay A Little Closer,15,33c12f52-9c37-11e5-9e4d-001eecc1ca2a,IWZ9Z08O;IWZ9Z097
