ZWZFF0IO,"Không Giờ Rồi",1696769,IWZ9ZOBC; IWZ9Z0EU,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:14
ZWZABA9O,"Bạc Trắng Lửa Hồng",190216,IWZ9ZWA7; IWZ9ZWUO,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:15
ZW678O0W,"Người Tình",94594,IWZ9ZB6O,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:15
ZWZFEFEB,"Liên Khúc: Trộm Nhìn Nhau - Ai Khổ Vì Ai",697450,IWZ9ZOBC; IWZ9ZOEI,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:16
ZWZAIDAE,"Éo Le Cuộc Tình",4263320,IWZ9ZOZA,IWZ9Z08B; IWZ9Z08I; IWZ9Z08D,2015-12-04 23:28:17
ZW6I7AIZ,"Để Trả Lời Một Câu Hỏi",2748798,IWZ9ZOBC; IWZ9ZWA7,IWZ9Z08I; IWZ9Z08D,2015-12-04 23:28:17
ZWZ97I8E,"Em Đi Trên Cỏ Non",1195310,IWZ9Z0F0,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:18
ZWZ97W0B,"Giọt Lệ Đài Trang",4039045,IWZ9ZOBC,IWZ9Z08B; IWZ9Z08I,2015-12-04 23:28:19
ZWZ96WWD,"Sầu Lẻ Bóng",4132376,IWZ9Z0EU,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:19
ZWZ97WCZ,"Không Bao Giờ Quên Anh",401865,IWZ9ZWA7,IWZ9Z08B; IWZ9Z08I,2015-12-04 23:28:20
ZWZA0OI6,"Em Về Miệt Thứ",89231,IWZ9ZO6F,IWZ9Z08B; IWZ9Z08I,2015-12-04 23:28:21
ZWZ98Z0U,"Đêm Cuối",1220189,IWZ9ZOBC,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:21
ZWZ97866,"Cho Vừa Lòng Anh",139993,IWZ9ZWA7,IWZ9Z088; IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:22
ZWZ978IC,"Liên Khúc 3 Miền",23365,IWZ9ZWBO,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:22
ZWZD9UCO,"Thương Hoài Ngàn Năm",183425,IWZ9ZO6F,IWZ9Z08B; IWZ9Z08I,2015-12-04 23:28:23
ZWZFEFEW,"Về Đâu Mái Tóc Người Thương",17471901,IWZ9ZOBC,IWZ9Z08I; IWZ9Z08B,2015-12-04 23:28:24
ZWZ978IB,"Tình Thắm Duyên Quê",382517,IWZ9ZUII,IWZ9Z08B; IWZ9Z08I,2015-12-04 23:28:24
ZW66C79I,"Sao Chưa Thấy Hồi Âm",130972,IWZAZBZW,IWZ9Z08I; IWZ9Z08D,2015-12-04 23:28:25
ZW6O7C6F,"Walking In The Sun (Renaissance Radio Edit)",52256,IWZ9B78U,IWZ9Z08O; IWZ9Z09O; IWZ9Z0C7,2015-12-04 23:28:35
ZWZEEA80,"Axel F",187036,IWZ968WF,IWZ9Z09O; IWZ9Z08O,2015-12-04 23:28:35
ZW6WA8EI,"Dragostea Din Tei",77506,11b0c8c2-9aa4-11e5-a61d-001eecc1ca2a,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:36
ZW6WA6O9,"The Ketchup Song (Aserejé) (Spanglish Version)",4553,IWZ9Z9DO,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:46
ZWZEZAC0,"Can't Get You Out Of My Head",70238,IWZ9Z6DZ,IWZ9Z097; IWZ9Z08O,2015-12-04 23:28:48
ZW6O7B67,"Bum Bum (Ntj Extended Radio)",6572,IWZ9B76A,IWZ9Z08O; IWZ9Z09O; IWZ9Z0C7,2015-12-04 23:28:49
ZW6IB79Z,"Boom Boom Boom Boom",105776,IWZ96UBE,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:50
ZW6WAOZU,"Right Here, Right Now",19488,IWZ9DOOC,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:50
ZW6I6BWA,"Blue (Da Ba Dee)",46918,IWZ9Z6FA,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:51
ZW60DZFD,"Tarzan & Jane",127798,IWZ96AAZ,IWZ9Z08O; IWZ9Z097,2015-12-04 23:28:52
ZWZC9DCE,"Barbie Girl",289573,IWZ9ZZD8,IWZ9Z09O; IWZ9Z08O,2015-12-04 23:29:00
ZW60DZD7,"Sha La La",108034,IWZ99WF8,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:04
ZWZCC7C9,"Wannabe",361888,IWZ9ZC7C,IWZ9Z097; IWZ9Z08O; IWZ9Z09O,2015-12-04 23:29:05
ZW60CFE9,"Get Down",177642,IWZ9ZO8A,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:06
ZW6OI7BB,"Macarena (Basyde Boys Remix)",4997,IWZ96EOO,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:07
ZW6IZO8D,"No Limit",53492,IWZ96UB7,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:08
ZW60DUE6,"Lambada",1041010,IWZ99WFU,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:09
ZWZ9EAEZ,"Billie Jean",104050,IWZ9ZA68,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:13
ZWZBB890,"Daddy Cool",37872,IWZ9ZUAC,,2015-12-04 23:29:18
ZW6F9D8D,"Heartbreaker",4638,IWZ9Z8A6,IWZ9Z08I; IWZ9Z088; IWZ9Z089,2015-12-04 23:29:20
ZW6F9DID,"Say Cảm Xúc",53314,IWZ9Z8A6,IWZ9Z08I; IWZ9Z088,2015-12-04 23:29:20
ZW6F9CBU,"Lên Nóc Nhà Bắt Con Gà",271852,IWZ9Z8A6,IWZ9Z08I; IWZ9Z088; IWZ9Z0CW,2015-12-04 23:29:21
ZW6CI7IB,"Hãy Là Em Trước Kia",553826,IWZ98BIC; IWZ98WBU,IWZ9Z08I; IWZ9Z088; IWZ9Z089,2015-12-04 23:29:25
ZW6C8UC9,"Em Của Mùa World Cup",11689390,IWZ98WBU,IWZ9Z08I; IWZ9Z088; IWZ9Z089,2015-12-04 23:29:26
ZW688IIU,"Con Nhà Nghèo",11081948,IWZ98WBU,IWZ9Z08I; IWZ9Z088; IWZ9Z089,2015-12-04 23:29:27
ZWZ9ZE9I,"Bad Romance",3615926,IWZ9ZOCD,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:29
ZWZAF7W0,"Where Have You Gone",3069386,IWZ96ODZ,IWZ9Z08O; IWZ9Z09O,2015-12-04 23:29:30
ZWZAEIID,"Bailamos",164845,IWZ9ZOC7,IWZ9Z097; IWZ9Z08O,2015-12-04 23:29:31
ZWZAI7EE,"I Like It",513659,IWZ9ZOC7; IWZ9ZEIF,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:32
ZWZ96B09,"Trouble Is A Friend",6923964,IWZ9Z6F6,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:33
ZWZ9C6OC,"A Never Ending Dream",259030,IWZ96IC8,IWZ9Z08O; IWZ9Z09D,2015-12-04 23:29:33
ZWZA89DI,"Shape Of My Heart",1351742,IWZ9ZO8A,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:34
ZWZA89DO,"More Than That",425203,IWZ9ZO8A,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:35
ZWZBOD0B,"Bangkok City",1077241,IWZ9ZAW9,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:29:39
ZWZAEIZZ,"Takin' Back My Love",946399,IWZ9ZOC7; IWZ9ZZ98,IWZ9Z097; IWZ9Z08O,2015-12-04 23:29:40
ZW60DUEI,"La La Love On My Mind",104590,IWZ99WFO,IWZ9Z08O; IWZ9Z097,2015-12-04 23:29:41
ZW60AA8A,"Electric Shock",1795465,IWZ9ZW8F,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:29:49
ZW6I60ED,"No Mercy",295579,IWZ98Z88,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:29:50
ZW67CB9C,"Gotta Talk To U",46195,IWZ9Z70O,IWZ9Z08W,2015-12-04 23:29:51
ZW6DC9EB,"You're So Fly",7140,IWZ989ZB,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:29:53
ZW6ZZ8UI,"Oh! My God!",6963,IWZ96UE0,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:29:54
ZW7IUB7I,"We Like 2 Party",199989,IWZ9ZWII,IWZ9Z08W; IWZ9Z09I; IWZ9Z09O,2015-12-04 23:29:54
ZW69ZAW8,"Handz Up",87,IWZ96E0D,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:29:55
ZW6ACUDW,"Crush",112259,IWZ9ZWIA,IWZ9Z08W; IWZ9Z09I; IWZ9Z09O,2015-12-04 23:29:56
ZW6FD986,"Crayon",2118,IWZ9ZOIB,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:29:57
ZW70E6IO,"Dope",176415,IWZ9DB6E,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:29:58
ZW6FFB60,"Shake That Brass",55165,433e6cfe-9aa4-11e5-a243-001eecc1ca2a; IWZ96WU7,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:30:00
ZW7IAEWU,"SOBER",346205,IWZ9ZWII,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:00
ZW70FD8O,"Catch Me If You Can",8916,IWZ9ZZC6,IWZ9Z08Z; IWZ9Z0A6,2015-12-04 23:30:01
ZW7WWU6U,"Married To The Music",4173,IWZ9ZZAU,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:02
ZW7WB787,"Red Dress",438,IWZAWB0B,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:03
ZWZFACBE,"Fantastic Baby",1054693,IWZ9ZWII,IWZ9Z08W; IWZ9Z09I; IWZ9Z08Z; IWZ9Z09I,2015-12-04 23:30:04
ZWZ9ZFU9,"Abracadabra",1032196,IWZ9ZWOZ,IWZ9Z08W; IWZ9Z09W; IWZ9Z09U,2015-12-04 23:30:04
ZW6UUIOF,"I Got A Boy",3100268,IWZ9ZZC6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:05
ZW7WF7ZD,"Deja Vu",195,IWZ9ZW8F,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:06
ZW7W8CZE,"Ice Ice",1403,IWZ9ZA78,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:06
ZWZC6F8I,"I Am The Best",8800906,IWZ9ZWIA,IWZ9Z08W; IWZ9Z09W; IWZ9Z09O,2015-12-04 23:30:07
ZW688EI8,"Number Nine",1036445,IWZ9Z6FO,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:08
ZW6EA88Z,"Good Boy",1042314,IWZ9ZOIB; IWZ9ZUFW,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:30:09
ZWZE7CBO,"Trouble Maker",9319653,IWZ98OO7,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:10
ZW707ABB,"Call Me Baby",502808,IWZ98Z89,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:11
ZW70E6I0,"I Need You",229926,IWZ9DB6E,IWZ9Z08W; IWZ9Z09I,2015-12-04 23:30:16
ZW6DZ6E0,"Danger",173968,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:18
ZW7WDA0Z,"If You Do",83248,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:19
ZW7I8FIF,"Heart Attack",143723,IWZ99AED,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:20
ZW69ED98,"Something",471053,IWZ96UE0,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:22
ZW6E7806,"Like A Cat",283661,IWZ99AED,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:23
ZW709EED,"Ah Yeah!",221967,IWZ986AA,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:24
ZW70UZ68,"Ice Cream Cake",162732,IWZAWB0B,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:26
ZW7WB78U,"Dumb Dumb",85792,IWZAWB0B,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:27
ZW6D6FIU,"UP & DOWN",319378,IWZ986AA,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:28
ZW67WIU6,"NoNoNo",837732,IWZ97ZIF,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:30
ZW6BUA0F,"Mr. Chu",487573,IWZ97ZIF,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:34
ZW707AED,"Only You",403255,IWZ9Z97D,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:35
ZW6EBZI6,"LUV",424947,IWZ97ZIF,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:36
ZW7W6DCO,"Lion Heart",165765,IWZ9ZZC6,IWZ9Z08W; IWZ9Z09W,2015-12-04 23:30:38
ZW7W7IZO,"You Think",105658,IWZ9ZZC6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:39
ZW7OW0D8,"Heart Attack (Eastlight X KRE!N Remix)",106,IWZ99AED,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:41
ZW7OW0DB,"Mona Lisa (S2 & SLJ Remix)",11,IWZ9Z978,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:48
ZW7OW0EI,"High Heels",0,IWZ9ZDAB,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:49
ZW7OW0EU,"Scream",34,IWZ9ZDAB,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:50
ZW7OW0E7,"R U Ready",0,IWZ9ZDAB,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:50
ZW7OW0FU,"How Are You",3,IWZ9ZDAB,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:51
ZW7OW0FC,"Hot Pink",13696,IWZ986AA,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:56
ZW7OWU0F,"Promise",11,IWZ9COFE,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:57
ZW7OWUWU,"Bad Girl",7,6665af50-9aa4-11e5-b452-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:30:58
ZW7OWUWB,"NAIL",15,6744f3a6-9aa4-11e5-b198-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:00
ZW7OWUO6,"Ohdeuahyi",1,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:00
ZW7OWUOA,"Night Drive",0,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:01
ZW7OWUOB,"Let Me Warm",1,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:02
ZW7OWUOE,"Taste Collection (Album Ver.)",0,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:02
ZW7OWUOF,"Alive",0,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:03
ZW7OWUU0,"Taxi Driver",2,67a5eb24-9aa4-11e5-aea1-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:04
ZW7OWUU9,"One More Time",25,IWZ9Z8A6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:08
ZW7OOOZ8,"If You Do",536,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:08
ZW7OOOZA,"Good Feeling",30,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:09
ZW7OOOZB,"GOOD",41,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:10
ZW7OOOZC,"Eyes On You",37,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:10
ZW7OOOZD,"Tic Tic Tok",183,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:14
ZW7OOOZE,"If You Do (Stage Ver)",556,IWZA0AC8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:18
ZW7OOZWE,"Secret",47,IWZ9ZA7O,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:19
ZW7OOZWF,"Koong Chit Dak Chit",4,IWZ9ZA7O,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:20
ZW7OOZOW,"Glass Castle",20,73b90966-9aa4-11e5-af5b-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:21
ZW7OOZOO,"Muah!",222,73b90966-9aa4-11e5-af5b-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:21
ZW7OOZOU,"Muah! (Inst.)",6,73b90966-9aa4-11e5-af5b-001eecc1ca2a,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:22
ZW7OOZO7,"론썸 크리스마스",2,IWZAI0F6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:23
ZW7OOZO8,"Santa Baby",2,IWZAI0F6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:24
ZW7OOZO9,"Lonesome Christmas",0,IWZAI0F6,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:25
ZW7OOEAF,"INTRO : Never Mind",117,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:25
ZW7OOEB0,"Run",6968,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:26
ZW7OOEBI,"Butterfly",1666,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:26
ZW7OOEBW,"Whalien 52",273,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:27
ZW7OOEBO,"Ma City",780,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:30
ZW7OOEBU,"Parrotbill",351,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:31
ZW7OOEBZ,"SKIT : One Night In A Strange City",67,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:32
ZW7OOEB6,"Dead Leaf",337,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:32
ZW7OOEB7,"OUTRO : House Of Cards",309,IWZ9DB6E,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:33
ZW7OUI0U,"Dance Jockey",78,IWZ960E8,IWZ9Z08W; IWZ9Z09O,2015-12-04 23:31:34
